Level ID,Category,Sort Order,Title,Description,Item Count,Items (Display),Items (Correct Order),Hint,Fact
408,Name Sorting,Ascending ↑,"Level 408","Sort 31 names alphabetically ASC",31,"Isabella | Sean | Gabriel | Yvonne | Zach | Xenia | Betty | Kevin | Hannah | Chris | Daisy | Olivia | Yusuf | Henry | Carl | Ivan | Dara | Wendy | Julia | Ian | Parker | Riley | Donna | Quincy | Jade | Ulysses | Zane | Tara | Xander | Ethan | Oliver","Betty → Carl → Chris → Daisy → Dara → Donna → Ethan → Gabriel → Hannah → Henry → Ian → Isabella → Ivan → Jade → Julia → Kevin → Oliver → Olivia → Parker → Quincy → Riley → Sean → Tara → Ulysses → Wendy → Xander → Xenia → Yusuf → Yvonne → Zach → Zane","",""
409,Name Sorting,Descending ↓,"Level 409","Sort 32 names alphabetically DESC",32,"Zach | Oscar | Arthur | Patricia | Lisa | Jane | Dara | Grace | Xena | Benjamin | Xenia | Rose | Quinn | Diana | Adam | Gabriel | Hannah | Fiona | Oliver | Tessa | Yasmine | Faith | Thomas | Evan | Sophia | Steve | Ulysses | Xavier | Isaac | Charlie | Michael | Jack","Zach → Yasmine → Xenia → Xena → Xavier → Ulysses → Thomas → Tessa → Steve → Sophia → Rose → Quinn → Patricia → Oscar → Oliver → Michael → Lisa → Jane → Jack → Isaac → Hannah → Grace → Gabriel → Fiona → Faith → Evan → Diana → Dara → Charlie → Benjamin → Arthur → Adam","",""
410,Name Sorting,Ascending ↑,"Level 410","Sort 32 names alphabetically ASC",32,"Ruth | Henry | Steve | Yusuf | Wendy | Zach | Mia | Nancy | Benjamin | Xander | Ivan | Daniel | Diana | Kevin | Arthur | Zara | Quinn | Thomas | Kyle | Dara | Bella | Eric | Charlotte | Isabella | Chris | Queen | Oscar | Yuri | Adam | Zoe | Julia | Sophia","Adam → Arthur → Bella → Benjamin → Charlotte → Chris → Daniel → Dara → Diana → Eric → Henry → Isabella → Ivan → Julia → Kevin → Kyle → Mia → Nancy → Oscar → Queen → Quinn → Ruth → Sophia → Steve → Thomas → Wendy → Xander → Yuri → Yusuf → Zach → Zara → Zoe","",""
411,Name Sorting,Descending ↓,"Level 411","Sort 32 names alphabetically DESC",32,"Victor | Thomas | Dara | Rose | Fiona | Daniel | Hannah | Gary | Mason | Liam | Charlie | Tina | Samuel | Victoria | Zara | Paula | Rachel | Vincent | Yusuf | Noah | Jade | Sophia | Vera | Oscar | Ian | Tara | Bob | Grace | Wendy | Edward | Luna | Steve","Zara → Yusuf → Wendy → Vincent → Victoria → Victor → Vera → Tina → Thomas → Tara → Steve → Sophia → Samuel → Rose → Rachel → Paula → Oscar → Noah → Mason → Luna → Liam → Jade → Ian → Hannah → Grace → Gary → Fiona → Edward → Dara → Daniel → Charlie → Bob","",""
412,Name Sorting,Ascending ↑,"Level 412","Sort 32 names alphabetically ASC",32,"Jane | Thomas | Luna | Vera | Victoria | Tina | Ulysses | Mia | Diana | Kyle | Liam | Zara | Karl | Uma | Sophia | Emma | Victor | Xavier | Charlie | Isaac | Parker | Laura | Alice | Grace | Yuri | Daniel | Julia | Chris | Bob | Otis | Henry | Yusuf","Alice → Bob → Charlie → Chris → Daniel → Diana → Emma → Grace → Henry → Isaac → Jane → Julia → Karl → Kyle → Laura → Liam → Luna → Mia → Otis → Parker → Sophia → Thomas → Tina → Ulysses → Uma → Vera → Victor → Victoria → Xavier → Yuri → Yusuf → Zara","",""
413,Name Sorting,Descending ↓,"Level 413","Sort 32 names alphabetically DESC",32,"Nina | Victor | Fran | Charlie | Helen | Xander | Dara | Lisa | Gabriel | Faith | Ursula | Mia | Yasmine | Betty | Evan | Rose | Jane | Fiona | Nora | Daisy | Wendy | Patricia | Henry | George | Nancy | Caleb | Willow | Riley | Ugo | Queen | Otis | Zoe","Zoe → Yasmine → Xander → Willow → Wendy → Victor → Ursula → Ugo → Rose → Riley → Queen → Patricia → Otis → Nora → Nina → Nancy → Mia → Lisa → Jane → Henry → Helen → George → Gabriel → Fran → Fiona → Faith → Evan → Dara → Daisy → Charlie → Caleb → Betty","",""
414,Name Sorting,Descending ↓,"Level 414","Sort 33 names alphabetically DESC",33,"Arthur | Mark | Alice | Charlotte | Helen | Willow | Noah | Zara | Jack | Carl | Emma | Lisa | Vincent | Laura | Paula | Rachel | Tina | Liam | Evan | Patricia | Eric | Diana | Michael | Luna | Faith | Samuel | Fran | Katherine | Wendy | Piper | Zach | Queen | Zoe","Zoe → Zara → Zach → Willow → Wendy → Vincent → Tina → Samuel → Rachel → Queen → Piper → Paula → Patricia → Noah → Michael → Mark → Luna → Lisa → Liam → Laura → Katherine → Jack → Helen → Fran → Faith → Evan → Eric → Emma → Diana → Charlotte → Carl → Arthur → Alice","",""
415,Name Sorting,Descending ↓,"Level 415","Sort 33 names alphabetically DESC",33,"Ivan | Zane | Wendy | Alice | Quentin | Charlotte | Grace | Betty | Helen | Rose | Diana | Felix | Mark | Xander | Patricia | Michael | Oscar | Queen | Evan | Donna | Beth | Daniel | Parker | Ian | Hannah | Ugo | Noah | Sean | Walt | Emma | Zara | Katherine | Tina","Zara → Zane → Xander → Wendy → Walt → Ugo → Tina → Sean → Rose → Quentin → Queen → Patricia → Parker → Oscar → Noah → Michael → Mark → Katherine → Ivan → Ian → Helen → Hannah → Grace → Felix → Evan → Emma → Donna → Diana → Daniel → Charlotte → Betty → Beth → Alice","",""
416,Name Sorting,Ascending ↑,"Level 416","Sort 33 names alphabetically ASC",33,"Michael | Walt | Evan | Zara | Quinn | Jack | Arthur | Isaac | Jane | Nancy | Bella | William | Bob | Kevin | Beth | Gary | Fran | Betty | Nora | Laura | Kyle | Yuri | Faye | Vera | Queen | Zach | Nina | Luna | Holly | Steve | Jade | Xenia | Emma","Arthur → Bella → Beth → Betty → Bob → Emma → Evan → Faye → Fran → Gary → Holly → Isaac → Jack → Jade → Jane → Kevin → Kyle → Laura → Luna → Michael → Nancy → Nina → Nora → Queen → Quinn → Steve → Vera → Walt → William → Xenia → Yuri → Zach → Zara","",""
417,Name Sorting,Descending ↓,"Level 417","Sort 33 names alphabetically DESC",33,"Adam | Ivan | Mason | Ursula | Michael | Victor | Henry | Xenia | Grace | George | Evan | Aaron | Ethan | Beth | Rose | Xander | Diana | Jack | Charlotte | Amelia | Chris | Nora | Oliver | Kyle | Queen | Lisa | Bella | Mark | Daniel | Dara | Julia | Thomas | Walt","Xenia → Xander → Walt → Victor → Ursula → Thomas → Rose → Queen → Oliver → Nora → Michael → Mason → Mark → Lisa → Kyle → Julia → Jack → Ivan → Henry → Grace → George → Evan → Ethan → Diana → Dara → Daniel → Chris → Charlotte → Beth → Bella → Amelia → Adam → Aaron","",""
418,Name Sorting,Ascending ↑,"Level 418","Sort 33 names alphabetically ASC",33,"Quinn | Caleb | Laura | Isaac | Michael | Uma | Mason | Nora | Ruth | Charlotte | Yuri | Zoe | Nancy | Evan | Steve | Kyle | Jane | Chris | Felix | Xena | Xander | Quentin | Fiona | Zach | Katherine | Sophia | Emma | Noah | Paula | Amelia | Gabriel | Samuel | Thomas","Amelia → Caleb → Charlotte → Chris → Emma → Evan → Felix → Fiona → Gabriel → Isaac → Jane → Katherine → Kyle → Laura → Mason → Michael → Nancy → Noah → Nora → Paula → Quentin → Quinn → Ruth → Samuel → Sophia → Steve → Thomas → Uma → Xander → Xena → Yuri → Zach → Zoe","",""
419,Name Sorting,Ascending ↑,"Level 419","Sort 34 names alphabetically ASC",34,"Felix | Nina | Charlotte | Samuel | Ethan | Amelia | Katherine | Edward | Grace | Betty | Kevin | William | Bob | Mia | Yasmine | Liam | Donna | Daisy | Henry | Laura | Charlie | Noah | Olivia | Holly | Tara | Steve | Victoria | Helen | Adam | Beth | Tessa | Dara | Mark | Isaac","Adam → Amelia → Beth → Betty → Bob → Charlie → Charlotte → Daisy → Dara → Donna → Edward → Ethan → Felix → Grace → Helen → Henry → Holly → Isaac → Katherine → Kevin → Laura → Liam → Mark → Mia → Nina → Noah → Olivia → Samuel → Steve → Tara → Tessa → Victoria → William → Yasmine","",""
420,Name Sorting,Descending ↓,"Level 420","Sort 34 names alphabetically DESC",34,"Kyle | Willow | Queen | Samuel | Sophia | William | Eric | Diana | Katherine | Oscar | Olivia | Vera | Ian | Liam | Holly | Rose | Aaron | Henry | Rachel | Evan | Kevin | Charlie | Jack | Isabella | Dara | Faith | Alice | Xenia | Fiona | Donna | Bob | Laura | Beth | Ivan","Xenia → Willow → William → Vera → Sophia → Samuel → Rose → Rachel → Queen → Oscar → Olivia → Liam → Laura → Kyle → Kevin → Katherine → Jack → Ivan → Isabella → Ian → Holly → Henry → Fiona → Faith → Evan → Eric → Donna → Diana → Dara → Charlie → Bob → Beth → Alice → Aaron","",""
421,Name Sorting,Ascending ↑,"Level 421","Sort 34 names alphabetically ASC",34,"Charlotte | Carl | Piper | Julia | Patricia | Laura | Alice | Tina | William | Kevin | Nora | Zane | Zara | Grace | Sean | Victoria | Thomas | Bella | Vincent | Zoe | Queen | Betty | Uma | Xavier | Yuri | Dara | Noah | Walt | Mason | Arthur | Mark | Caleb | Ian | Ivan","Alice → Arthur → Bella → Betty → Caleb → Carl → Charlotte → Dara → Grace → Ian → Ivan → Julia → Kevin → Laura → Mark → Mason → Noah → Nora → Patricia → Piper → Queen → Sean → Thomas → Tina → Uma → Victoria → Vincent → Walt → William → Xavier → Yuri → Zane → Zara → Zoe","",""
422,Name Sorting,Ascending ↑,"Level 422","Sort 34 names alphabetically ASC",34,"Felix | Bella | Lisa | Willow | Holly | Jade | Riley | Daniel | Walt | Beth | Yvonne | Adam | Ruth | Xenia | Oscar | Charlie | Faith | Yasmine | Quincy | Charlotte | Yuri | Victoria | Diana | Oliver | Edward | Grace | Tina | Jane | Sean | Zane | Patricia | Eric | Paula | Jack","Adam → Bella → Beth → Charlie → Charlotte → Daniel → Diana → Edward → Eric → Faith → Felix → Grace → Holly → Jack → Jade → Jane → Lisa → Oliver → Oscar → Patricia → Paula → Quincy → Riley → Ruth → Sean → Tina → Victoria → Walt → Willow → Xenia → Yasmine → Yuri → Yvonne → Zane","",""
423,Name Sorting,Descending ↓,"Level 423","Sort 34 names alphabetically DESC",34,"Nina | Jack | Xena | Edward | Michael | Ursula | Julia | Rachel | Yvonne | Jane | Betty | Paula | Fiona | Xenia | Faith | Quentin | Tessa | Emma | Charlotte | Mark | Xander | Ruth | Ulysses | Tara | Oliver | Mia | Ivan | Amelia | Eric | Jade | Benjamin | Donna | Diana | Charlie","Yvonne → Xenia → Xena → Xander → Ursula → Ulysses → Tessa → Tara → Ruth → Rachel → Quentin → Paula → Oliver → Nina → Michael → Mia → Mark → Julia → Jane → Jade → Jack → Ivan → Fiona → Faith → Eric → Emma → Edward → Donna → Diana → Charlotte → Charlie → Betty → Benjamin → Amelia","",""
424,Name Sorting,Ascending ↑,"Level 424","Sort 35 names alphabetically ASC",35,"Mark | Walt | Queen | Evan | Parker | Laura | Nancy | Luna | Ian | Paula | Felix | Edward | Lisa | Wendy | Helen | Gabriel | William | Mia | Jack | Bob | Charlotte | Diana | Yuri | Mason | Nora | Kyle | Alice | Isabella | Grace | Tina | Rose | Xander | Quentin | Fran | Samuel","Alice → Bob → Charlotte → Diana → Edward → Evan → Felix → Fran → Gabriel → Grace → Helen → Ian → Isabella → Jack → Kyle → Laura → Lisa → Luna → Mark → Mason → Mia → Nancy → Nora → Parker → Paula → Queen → Quentin → Rose → Samuel → Tina → Walt → Wendy → William → Xander → Yuri","",""
425,Name Sorting,Ascending ↑,"Level 425","Sort 35 names alphabetically ASC",35,"Willow | Charlotte | Xavier | Bob | Mason | Parker | Victoria | Isabella | Faith | Paula | Michael | Grace | Felix | Olivia | Fiona | Yvonne | Tara | Gary | Yusuf | Carl | Edward | Lisa | Mia | Dara | Ian | Helen | Zoe | Yasmine | Tessa | Quentin | Ivan | Otis | Thomas | Laura | Wendy","Bob → Carl → Charlotte → Dara → Edward → Faith → Felix → Fiona → Gary → Grace → Helen → Ian → Isabella → Ivan → Laura → Lisa → Mason → Mia → Michael → Olivia → Otis → Parker → Paula → Quentin → Tara → Tessa → Thomas → Victoria → Wendy → Willow → Xavier → Yasmine → Yusuf → Yvonne → Zoe","",""
426,Name Sorting,Ascending ↑,"Level 426","Sort 35 names alphabetically ASC",35,"Ulysses | Holly | Yuri | Nina | Zach | Mia | Kyle | Dara | Faye | Evan | Ethan | Sean | Nora | Piper | Willow | Michael | Bob | Xenia | George | Emma | Steve | Mark | Helen | Diana | Alice | Oliver | Ruth | Vera | Fiona | Edward | Ursula | Olivia | Aaron | Noah | Daniel","Aaron → Alice → Bob → Daniel → Dara → Diana → Edward → Emma → Ethan → Evan → Faye → Fiona → George → Helen → Holly → Kyle → Mark → Mia → Michael → Nina → Noah → Nora → Oliver → Olivia → Piper → Ruth → Sean → Steve → Ulysses → Ursula → Vera → Willow → Xenia → Yuri → Zach","",""
427,Name Sorting,Descending ↓,"Level 427","Sort 35 names alphabetically DESC",35,"George | Holly | Fran | Uma | Tessa | Yuri | Oliver | Julia | Patricia | Carl | Zane | Chris | Helen | Mia | Quinn | Thomas | Laura | Mark | Tina | Dara | Queen | Vera | Quincy | Quentin | Emma | Victoria | Faye | Walt | Oscar | Katherine | Rachel | Piper | Luna | Yasmine | Isabella","Zane → Yuri → Yasmine → Walt → Victoria → Vera → Uma → Tina → Thomas → Tessa → Rachel → Quinn → Quincy → Quentin → Queen → Piper → Patricia → Oscar → Oliver → Mia → Mark → Luna → Laura → Katherine → Julia → Isabella → Holly → Helen → George → Fran → Faye → Emma → Dara → Chris → Carl","",""
428,Name Sorting,Descending ↓,"Level 428","Sort 35 names alphabetically DESC",35,"Dara | Riley | Quincy | Julia | Lisa | Carl | Jack | Ulysses | Chris | Tina | Kevin | Wendy | Eric | Yuri | Betty | Ursula | Oliver | Paula | Henry | Diana | Zoe | Bella | Sophia | Katherine | Patricia | Charlie | Mark | Holly | Steve | Thomas | Ethan | Gary | Beth | Isaac | Walt","Zoe → Yuri → Wendy → Walt → Ursula → Ulysses → Tina → Thomas → Steve → Sophia → Riley → Quincy → Paula → Patricia → Oliver → Mark → Lisa → Kevin → Katherine → Julia → Jack → Isaac → Holly → Henry → Gary → Ethan → Eric → Diana → Dara → Chris → Charlie → Carl → Betty → Beth → Bella","",""
429,Mixed Formats,Ascending ↑,"Level 429","Sort 3 mixed values ASC",3,"11/5 | 3.7 | 164%","11/5 → 3.7 → 164%","",""
430,Mixed Formats,Ascending ↑,"Level 430","Sort 4 mixed values ASC",4,"100% | 73 | 7/2 | 6.1","7/2 → 6.1 → 73 → 100%","",""
431,Mixed Formats,Descending ↓,"Level 431","Sort 5 mixed values DESC",5,"15 | 144% | 22 | 16/8 | 2.9","144% → 22 → 15 → 2.9 → 16/8","",""
432,Mixed Formats,Ascending ↑,"Level 432","Sort 6 mixed values ASC",6,"12% | 0.9 | 2/10 | 53% | 7/6 | 31","2/10 → 0.9 → 7/6 → 12% → 31 → 53%","",""
433,Mixed Formats,Ascending ↑,"Level 433","Sort 7 mixed values ASC",7,"97 | 58 | 0.0 | 104% | 44 | 5 | 89%","0.0 → 5 → 44 → 58 → 89% → 97 → 104%","",""
434,Mixed Formats,Ascending ↑,"Level 434","Sort 8 mixed values ASC",8,"42% | 37% | 81 | 3/4 | 73 | 4 | 1.4 | 44%","3/4 → 1.4 → 4 → 37% → 42% → 44% → 73 → 81","",""
435,Mixed Formats,Descending ↓,"Level 435","Sort 9 mixed values DESC",9,"12 | 10/9 | 2.3 | 8.8 | 9.6 | 6.1 | 103% | 1/2 | 12/8","103% → 12 → 9.6 → 8.8 → 6.1 → 2.3 → 12/8 → 10/9 → 1/2","",""
436,Mixed Formats,Descending ↓,"Level 436","Sort 10 mixed values DESC",10,"1.3 | 4.3 | 90 | 80 | 2.4 | 8.6 | 45 | 154% | 70 | 8/2","154% → 90 → 80 → 70 → 45 → 8.6 → 4.3 → 8/2 → 2.4 → 1.3","",""
437,Mixed Formats,Ascending ↑,"Level 437","Sort 10 mixed values ASC",10,"118% | 164% | 38 | 199% | 98% | 17/10 | 8 | 13/5 | 52 | 25","17/10 → 13/5 → 8 → 25 → 38 → 52 → 98% → 118% → 164% → 199%","",""
438,Mixed Formats,Ascending ↑,"Level 438","Sort 10 mixed values ASC",10,"69 | 56 | 20/9 | 11/4 | 100 | 74 | 174% | 11/5 | 3/8 | 88","3/8 → 11/5 → 20/9 → 11/4 → 56 → 69 → 74 → 88 → 100 → 174%","",""
439,Mixed Formats,Ascending ↑,"Level 439","Sort 11 mixed values ASC",11,"3/2 | 23 | 5/3 | 10/4 | 21 | 17/5 | 23% | 10/2 | 41 | 22 | 48","3/2 → 5/3 → 10/4 → 17/5 → 10/2 → 21 → 22 → 23 → 23% → 41 → 48","",""
440,Mixed Formats,Descending ↓,"Level 440","Sort 11 mixed values DESC",11,"114% | 29 | 39 | 20/9 | 48 | 4/1 | 13/1 | 16/3 | 72 | 6.5 | 84","114% → 84 → 72 → 48 → 39 → 29 → 13/1 → 6.5 → 16/3 → 4/1 → 20/9","",""
441,Mixed Formats,Ascending ↑,"Level 441","Sort 11 mixed values ASC",11,"4/1 | 33% | 76 | 18/4 | 9.3 | 3.4 | 3/8 | 15/5 | 14/2 | 20/6 | 2.3","3/8 → 2.3 → 15/5 → 20/6 → 3.4 → 4/1 → 18/4 → 14/2 → 9.3 → 33% → 76","",""
442,Mixed Formats,Descending ↓,"Level 442","Sort 12 mixed values DESC",12,"7/4 | 18/10 | 68 | 137% | 0.4 | 89% | 6.2 | 66 | 59 | 182% | 51% | 98","182% → 137% → 98 → 89% → 68 → 66 → 59 → 51% → 6.2 → 18/10 → 7/4 → 0.4","",""
